endpoint,endpoint_kind,target_host,target_port,resolved_ip,handshake_ok,failure,error_detail,rtt_ms,block_no,slots_behind_tip,at_tip,checked_at
dns:relay1.swiftcryptollc.com,dns,relay1.swiftcryptollc.com,6000,72.86.46.175,t,,,27.47,13865121,0,t,2026-08-28 00:46:13+00
dns:relay-1.teqwyse.com,dns,relay-1.teqwyse.com,3000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:49+00
dns:relay1.themorphium.io,dns,relay1.themorphium.io,6000,23.115.121.203,t,,,60.22,13865121,0,t,2026-08-28 00:46:13+00
dns:relay1.thescenepool.com,dns,relay1.thescenepool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:13+00
dns:relay1.thevikingpool.com,dns,relay1.thevikingpool.com,6000,54.38.220.168,t,,,114.58,13865122,-53,t,2026-08-28 00:46:13+00
dns:relay1.threenext.com,dns,relay1.threenext.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:14+00
dns:relay1.tickerbrian.com,dns,relay1.tickerbrian.com,6000,149.102.155.109,t,,,95.62,13865121,0,t,2026-08-28 00:46:14+00
dns:relay1.ticnode.space,dns,relay1.ticnode.space,6665,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:14+00
dns:relay1.tiliaio.com,dns,relay1.tiliaio.com,7856,,f,refused,Connection refused,,,,f,2026-08-28 01:07:53+00
dns:relay1.tlaib.com,dns,relay1.tlaib.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:14+00
dns:relay1.toiro.love,dns,relay1.toiro.love,6000,152.53.123.206,t,,,114.23,13865121,0,t,2026-08-28 00:46:14+00
dns:relay1.trustytadpoles.io,dns,relay1.trustytadpoles.io,6000,174.162.14.60,t,,,23.86,13865121,0,t,2026-08-28 00:46:14+00
dns:relay1.tsunagi.tech,dns,relay1.tsunagi.tech,6000,152.53.150.240,t,,,118.52,13865121,0,t,2026-08-28 00:46:14+00
dns:relay1.userland.se,dns,relay1.userland.se,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:15+00
dns:relay1-us.xstakepool.com,dns,relay1-us.xstakepool.com,3001,74.208.75.29,t,,,18.28,13865121,0,t,2026-08-28 00:46:15+00
dns:relay1.vadapool.com,dns,relay1.vadapool.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:53+00
dns:relay1.vicepool.com,dns,relay1.vicepool.com,6000,95.217.122.114,t,,,156.05,13865121,0,t,2026-08-28 00:46:15+00
dns:relay1.vinaidol.com,dns,relay1.vinaidol.com,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:16+00
dns:relay1.viperstaking.com,dns,relay1.viperstaking.com,4444,88.198.86.57,t,,,143.21,13865122,-53,t,2026-08-28 00:46:16+00
dns:relay1.vrijstaat.net,dns,relay1.vrijstaat.net,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:07:59+00
dns:relay1.whimsy.tech,dns,relay1.whimsy.tech,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:04+00
dns:relay1.winepool.io,dns,relay1.winepool.io,6000,54.37.203.252,t,,,131.31,13865196,0,t,2026-08-28 01:08:12+00
dns:relay-1.womenpool.net,dns,relay-1.womenpool.net,3000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:12+00
dns:relay1.xor-nand.io,dns,relay1.xor-nand.io,3001,152.53.52.139,t,,,28.56,13865122,-53,t,2026-08-28 00:46:17+00
dns:relay1.xsyfer.com,dns,relay1.xsyfer.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:12+00
dns:relay1.zacsmarket.com,dns,relay1.zacsmarket.com,1337,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:12+00
dns:relay1.zebrastaking.com,dns,relay1.zebrastaking.com,4001,213.32.245.149,t,,,211.45,13695758,3466905,f,2026-08-28 00:46:18+00
dns:relay1.zebrastaking.com,dns,relay1.zebrastaking.com,4002,,f,refused,Connection refused,,,,f,2026-08-28 01:08:12+00
dns:relay1.zebrastaking.com,dns,relay1.zebrastaking.com,4003,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:12+00
dns:relay1zeitgeist.kicks-ass.org,dns,relay1zeitgeist.kicks-ass.org,3000,213.239.219.56,t,,,118.54,13865122,-53,t,2026-08-28 00:46:18+00
dns:relay1.zenen.space,dns,relay1.zenen.space,6000,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:12+00
dns:relay1.zetetic.tech,dns,relay1.zetetic.tech,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:08:12+00
dns:relay1.zodpool.com,dns,relay1.zodpool.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:19+00
dns:relay2.0aaaa.org,dns,relay2.0aaaa.org,3001,84.237.229.219,t,,,143.38,13865122,-53,t,2026-08-28 00:46:19+00
dns:relay2.1percentpool.com,dns,relay2.1percentpool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:19+00
dns:relay2.314pool.com,dns,relay2.314pool.com,31415,164.92.90.119,t,,,48.52,13695758,3466905,f,2026-08-28 00:46:19+00
dns:relay23.rkdn.app,dns,relay23.rkdn.app,3001,173.73.64.227,t,,,24.05,13865122,-53,t,2026-08-28 00:46:19+00
dns:relay2.888pool.io,dns,relay2.888pool.io,6000,194.156.151.163,t,,,134.77,13865122,-53,t,2026-08-28 00:46:20+00
dns:relay2.a3ccryptoclub.com,dns,relay2.a3ccryptoclub.com,3001,165.22.186.184,t,,,34.34,13865122,-53,t,2026-08-28 00:46:20+00
dns:relay2.able-pool.io,dns,relay2.able-pool.io,4419,207.34.250.156,t,,,41.82,13865122,-53,t,2026-08-28 00:46:20+00
dns:relay-2.ace.tokendynamics.net,dns,relay-2.ace.tokendynamics.net,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:13+00
dns:relay2.adaalphapool.com,dns,relay2.adaalphapool.com,9882,66.42.38.5,t,,,162.69,13865122,-53,t,2026-08-28 00:46:21+00
dns:relay2.adaape-relays.com,dns,relay2.adaape-relays.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:21+00
dns:relay2.adaberrypi.com,dns,relay2.adaberrypi.com,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:21+00
dns:relay2adablockproducer.ddns.net,dns,relay2adablockproducer.ddns.net,6001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:13+00
dns:relay2-ada.cex.io,dns,relay2-ada.cex.io,3002,88.99.29.58,t,,,117.95,13865122,-53,t,2026-08-28 00:46:21+00
dns:relay2.adadoggy.com,dns,relay2.adadoggy.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:21+00
dns:relay-2.adaheadz.io,dns,relay-2.adaheadz.io,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:21+00
dns:relay2.adaheartpoolrelays.com,dns,relay2.adaheartpoolrelays.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:21+00
dns:relay2.adahodl.uk,dns,relay2.adahodl.uk,6000,15.235.83.32,t,,,27.22,13695758,3466905,f,2026-08-28 00:46:21+00
dns:relay2.adaizen.com,dns,relay2.adaizen.com,9420,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:22+00
dns:relay2.ada.lovelace.center,dns,relay2.ada.lovelace.center,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:22+00
dns:relay2.adaocean.com,dns,relay2.adaocean.com,6000,142.44.212.120,t,,,26.67,13865122,-53,t,2026-08-28 00:46:23+00
dns:relay-2.adapies.com,dns,relay-2.adapies.com,6000,115.78.134.213,t,,,232.02,13865122,-53,t,2026-08-28 00:46:23+00
dns:relay2.adapointpool.com,dns,relay2.adapointpool.com,3002,116.203.223.158,t,,,119.76,13865122,-53,t,2026-08-28 00:46:23+00
dns:relay2.adapolis.io,dns,relay2.adapolis.io,8082,89.58.17.241,t,,,124.66,13865122,-53,t,2026-08-28 00:46:23+00
dns:relay2.adappt.online,dns,relay2.adappt.online,3001,,f,refused,Connection refused,,,,f,2026-08-28 01:08:13+00
dns:relay2.adaseal.eu,dns,relay2.adaseal.eu,6000,,f,refused,Connection refused,,,,f,2026-08-28 01:08:13+00
dns:relay2.ada.tdot.finance,dns,relay2.ada.tdot.finance,6000,198.55.58.66,t,,,30.58,13695758,3466905,f,2026-08-28 00:46:24+00
dns:relay2.ada.trex.cc,dns,relay2.ada.trex.cc,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:24+00
dns:relay2.ada.vegas,dns,relay2.ada.vegas,4002,37.9.56.148,t,,,125.93,13865122,-53,t,2026-08-28 00:46:24+00
dns:relay2.adaverse.com,dns,relay2.adaverse.com,4000,203.132.93.128,t,,,219.44,13865122,-53,t,2026-08-28 00:46:24+00
dns:relay2.agapepool.ca,dns,relay2.agapepool.ca,3001,158.69.199.6,t,,,27.2,13865122,-53,t,2026-08-28 00:46:24+00
dns:relay2.akyo.org,dns,relay2.akyo.org,3001,152.53.121.235,t,,,117.48,13865122,-53,t,2026-08-28 00:46:24+00
dns:relay2.alfa-pool.gr,dns,relay2.alfa-pool.gr,6000,152.53.44.21,t,,,119.39,13865122,-53,t,2026-08-28 00:46:25+00
dns:relay2.alleycatmining.com,dns,relay2.alleycatmining.com,6001,20.110.250.160,t,,,26.09,13865122,-53,t,2026-08-28 00:46:25+00
dns:relay2.amapools.ir,dns,relay2.amapools.ir,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:25+00
dns:relay2.amrr.investments,dns,relay2.amrr.investments,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:25+00
dns:relay2.anejopool.com,dns,relay2.anejopool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:25+00
dns:relay2.angelstakepool.net,dns,relay2.angelstakepool.net,5002,159.69.105.74,t,,,120.15,13865122,-53,t,2026-08-28 00:46:25+00
dns:relay2.apexfusionhosting.com,dns,relay2.apexfusionhosting.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:14+00
dns:relay2.apexpool.info,dns,relay2.apexpool.info,5001,195.138.214.233,t,,,146.74,13865122,-53,t,2026-08-28 00:46:25+00
dns:relay2.aquapool.io,dns,relay2.aquapool.io,6000,54.38.221.13,t,,,119.03,13865122,-53,t,2026-08-28 00:46:25+00
dns:relay2.arcadia-relays.com,dns,relay2.arcadia-relays.com,3002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:14+00
dns:relay2.arigatopool.com,dns,relay2.arigatopool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:26+00
dns:relay2.artano.io,dns,relay2.artano.io,17312,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:26+00
dns:relay2.assetstakepool.com,dns,relay2.assetstakepool.com,6002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:15+00
dns:relay2.astra-pool.com,dns,relay2.astra-pool.com,6000,209.126.5.179,t,,,11.94,13865122,-53,t,2026-08-28 00:46:26+00
dns:relay2.ausstaker.com.au,dns,relay2.ausstaker.com.au,3001,135.181.96.40,t,,,127.36,13865122,-53,t,2026-08-28 00:46:26+00
dns:relay2.bananabit.net,dns,relay2.bananabit.net,6000,193.164.139.2,t,,,132.23,13865122,-53,t,2026-08-28 00:46:27+00
dns:relay-2.banderini.net,dns,relay-2.banderini.net,3001,20.103.67.198,t,,,96.9,13865122,-53,t,2026-08-28 00:46:27+00
dns:relay2.beaglepool.com,dns,relay2.beaglepool.com,6002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:27+00
dns:relay2.bemelight.io,dns,relay2.bemelight.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:27+00
dns:relay2.best-pool.net,dns,relay2.best-pool.net,6002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:27+00
dns:relay2.bimika.click,dns,relay2.bimika.click,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:27+00
dns:relay2.blocpool.com,dns,relay2.blocpool.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:27+00
dns:relay2.bluecheesestakehouse.com,dns,relay2.bluecheesestakehouse.com,5002,136.62.240.109,t,,,31.22,13865122,-53,t,2026-08-28 00:46:27+00
dns:relay2.blueocean.sg,dns,relay2.blueocean.sg,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:15+00
dns:relay2.bmpool.online,dns,relay2.bmpool.online,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:28+00
dns:relay2.bonafideada.com,dns,relay2.bonafideada.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:28+00
dns:relay2.bp1.love2stake.com,dns,relay2.bp1.love2stake.com,6002,82.68.47.253,t,,,101.04,13865123,-65,t,2026-08-28 00:46:28+00
dns:relay2.breizhstakepool.io,dns,relay2.breizhstakepool.io,56000,88.187.236.24,t,,,110.84,13865123,-65,t,2026-08-28 00:46:29+00
dns:relay2.capitalstakepool.info,dns,relay2.capitalstakepool.info,9995,94.16.117.131,t,,,118.56,13695758,3466905,f,2026-08-28 00:46:29+00
dns:relay2.cardanesia.com,dns,relay2.cardanesia.com,3001,103.147.114.194,t,,,252.77,13865123,-65,t,2026-08-28 00:46:29+00
dns:relay2.cardano1st.com,dns,relay2.cardano1st.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:15+00
dns:relay2.cardanoa1steak-relays.com,dns,relay2.cardanoa1steak-relays.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:29+00
dns:relay2.cardanocanucks.com,dns,relay2.cardanocanucks.com,3001,138.201.93.12,t,,,119.0,13865123,-65,t,2026-08-28 00:46:29+00
dns:relay2.cardano.club,dns,relay2.cardano.club,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:15+00
dns:relay2.cardano.com.gr,dns,relay2.cardano.com.gr,6000,,f,refused,Connection refused,,,,f,2026-08-28 01:08:15+00
dns:relay2.cardano.dbooster.io,dns,relay2.cardano.dbooster.io,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:30+00
dns:relay2.cardano-france-stakepool.org,dns,relay2.cardano-france-stakepool.org,6000,51.77.132.2,t,,,108.52,13865123,-65,t,2026-08-28 00:46:30+00
dns:relay2.cardano-learning.com,dns,relay2.cardano-learning.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:30+00
dns:relay-2.cardano.monnoeud.fr,dns,relay-2.cardano.monnoeud.fr,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:30+00
dns:relay2.cardanopool.es,dns,relay2.cardanopool.es,3002,79.116.83.201,t,,,137.37,13865123,-65,t,2026-08-28 00:46:30+00
dns:relay2.cardano-pool.eu,dns,relay2.cardano-pool.eu,3002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:16+00
dns:relay2.cardano-stakepool-dai.com,dns,relay2.cardano-stakepool-dai.com,6002,59.146.121.249,t,,,162.02,13865123,-65,t,2026-08-28 00:46:30+00
dns:relay2.cardano-stake-pool-germany.com,dns,relay2.cardano-stake-pool-germany.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:30+00
dns:relay-2.cardano.stakepools.info,dns,relay-2.cardano.stakepools.info,30001,37.187.76.173,t,,,113.85,13695758,3466905,f,2026-08-28 00:46:30+00
dns:relay2.cardanostaker.de,dns,relay2.cardanostaker.de,6002,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:16+00
dns:relay2.cardanotech.io,dns,relay2.cardanotech.io,6000,154.12.225.161,t,,,11.32,13865123,-65,t,2026-08-28 00:46:30+00
dns:relay2.cardano-universe.com,dns,relay2.cardano-universe.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:30+00
dns:relay2.cardanowave.com,dns,relay2.cardanowave.com,6001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:16+00
dns:relay2.cardapool.com,dns,relay2.cardapool.com,6001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:16+00
dns:relay2.cashflowpool.com,dns,relay2.cashflowpool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:16+00
dns:relay2.celts.io,dns,relay2.celts.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:31+00
dns:relay2.cerostakepool.com,dns,relay2.cerostakepool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:16+00
dns:relay2.chatl.money,dns,relay2.chatl.money,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:31+00
dns:relay2.chivo.uno,dns,relay2.chivo.uno,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:16+00
dns:relay2.clovernodes.io,dns,relay2.clovernodes.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:17+00
dns:relay2.cortexpool.io,dns,relay2.cortexpool.io,6001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:31+00
dns:relay2.crimsonpool.com,dns,relay2.crimsonpool.com,5102,207.113.136.224,t,,,8.73,13865123,-65,t,2026-08-28 00:46:31+00
dns:relay2.crimsonpool.com,dns,relay2.crimsonpool.com,5102,37.27.65.179,t,,,153.46,13865123,-65,t,2026-08-28 00:46:31+00
dns:relay2.crimsonpool.com,dns,relay2.crimsonpool.com,5102,24.14.26.59,t,,,21.02,13865123,-65,t,2026-08-28 00:46:31+00
dns:relay2.cryptobounty.org,dns,relay2.cryptobounty.org,8082,,f,refused,Connection refused,,,,f,2026-08-28 01:08:20+00
dns:relay2.cryptoland.club,dns,relay2.cryptoland.club,3002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:32+00
dns:relay2.datamaven.pro,dns,relay2.datamaven.pro,3000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:20+00
dns:relay2.dosstakepool.com,dns,relay2.dosstakepool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:22+00
dns:relay2.eastend.tech,dns,relay2.eastend.tech,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:24+00
dns:relay2.epicpool.eu,dns,relay2.epicpool.eu,60001,,f,no_route,Host is unreachable,,,,f,2026-08-28 01:08:26+00
dns:relay2-eu.xstakepool.com,dns,relay2-eu.xstakepool.com,3001,89.58.46.139,t,,,119.02,13865123,-65,t,2026-08-28 00:46:32+00
dns:relay2.fidapool.site,dns,relay2.fidapool.site,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:32+00
dns:relay2.fimi.vn,dns,relay2.fimi.vn,3000,173.249.34.221,t,,,109.09,13865123,-65,t,2026-08-28 00:46:32+00
dns:relay2.flairstaking.com,dns,relay2.flairstaking.com,3001,107.211.37.88,t,,,35.77,13865123,-65,t,2026-08-28 00:46:33+00
dns:relay2.fluid7.com,dns,relay2.fluid7.com,6007,81.104.193.193,t,,,132.32,13865123,-65,t,2026-08-28 00:46:33+00
dns:relay2.fnxtoken.com,dns,relay2.fnxtoken.com,3101,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:34+00
dns:relay2.fr-dd1.lonestarstaking.net,dns,relay2.fr-dd1.lonestarstaking.net,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:27+00
dns:relay2.gaiastakepool.com,dns,relay2.gaiastakepool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:34+00
dns:relay2.godel.club,dns,relay2.godel.club,8000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:34+00
dns:relay2.gokey.network,dns,relay2.gokey.network,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:34+00
dns:relay2.goldenstatestaking.com,dns,relay2.goldenstatestaking.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:34+00
dns:relay2.golgi-pool.it,dns,relay2.golgi-pool.it,6002,93.42.102.93,t,,,130.44,13865123,-65,t,2026-08-28 00:46:34+00
dns:relay2.hazelpool.com,dns,relay2.hazelpool.com,39213,50.53.91.63,t,,,57.88,13865123,-65,t,2026-08-28 00:46:34+00
dns:relay2.helpstakepool.com,dns,relay2.helpstakepool.com,8888,,f,refused,Connection refused,,,,f,2026-08-28 01:08:29+00
dns:relay2.hephy.io,dns,relay2.hephy.io,6004,213.31.150.87,t,,,97.94,13865123,-65,t,2026-08-28 00:46:35+00
dns:relay2.hivestaking.com,dns,relay2.hivestaking.com,4002,89.58.50.161,t,,,120.53,13865123,-65,t,2026-08-28 00:46:35+00
dns:relay2.houseoftitans.io,dns,relay2.houseoftitans.io,6000,51.68.185.161,t,,,115.79,13865124,-73,t,2026-08-28 00:46:35+00
dns:relay2.hudo.online,dns,relay2.hudo.online,3000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:35+00
dns:relay2.huskypool.com,dns,relay2.huskypool.com,3002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:29+00
dns:relay2.hyperlinkpool.kr,dns,relay2.hyperlinkpool.kr,3003,61.98.197.187,t,,,165.8,13865124,-73,t,2026-08-28 00:46:35+00
dns:relay-2.hype-staking.com,dns,relay-2.hype-staking.com,6000,141.95.241.82,t,,,115.67,13865123,-65,t,2026-08-28 00:46:35+00
dns:relay2.indiastakepool.com,dns,relay2.indiastakepool.com,6000,147.93.3.127,t,,,28.38,13865123,-65,t,2026-08-28 00:46:35+00
dns:relay2.indiepool.co,dns,relay2.indiepool.co,3002,,f,refused,Connection refused,,,,f,2026-08-28 01:08:30+00
dns:relay2.inspirationpool.io,dns,relay2.inspirationpool.io,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:35+00
dns:relay2.itsys.com.au,dns,relay2.itsys.com.au,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:36+00
dns:relay2-jp.aichi-stakepool.com,dns,relay2-jp.aichi-stakepool.com,6000,62.146.237.136,t,,,229.1,13865124,-73,t,2026-08-28 00:46:36+00
dns:relay2.kaizn.kaizencrypto.com,dns,relay2.kaizn.kaizencrypto.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:30+00
dns:relay2.knightsofcardano.com,dns,relay2.knightsofcardano.com,6000,54.39.52.40,t,,,28.29,13695758,3466905,f,2026-08-28 00:46:36+00
dns:relay2.kobe.kaizencrypto.com,dns,relay2.kobe.kaizencrypto.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:33+00
dns:relay2.koreapool.io,dns,relay2.koreapool.io,3001,172.218.240.89,t,,,50.85,13865124,-73,t,2026-08-28 00:46:37+00
dns:relay2.krono.kaizencrypto.com,dns,relay2.krono.kaizencrypto.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:39+00
dns:relay2.krsna.kaizencrypto.com,dns,relay2.krsna.kaizencrypto.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:44+00
dns:relay2.lakecardano.com,dns,relay2.lakecardano.com,6002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:52+00
dns:relay2.laninpool.com,dns,relay2.laninpool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:38+00
dns:relay2.latamstaker.com,dns,relay2.latamstaker.com,3001,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:38+00
dns:relay2.lidonation.com,dns,relay2.lidonation.com,3012,167.235.218.39,t,,,117.19,13865124,-73,t,2026-08-28 00:46:38+00
dns:relay-2.lkbh-pools.org,dns,relay-2.lkbh-pools.org,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:52+00
dns:relay2.lofipool.com,dns,relay2.lofipool.com,6000,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:38+00
dns:relay2.lootpool.io,dns,relay2.lootpool.io,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:52+00
dns:relay2.lordb.rocks,dns,relay2.lordb.rocks,6002,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:53+00
dns:relay2.ltespool.com,dns,relay2.ltespool.com,6000,172.93.54.84,t,,,31.73,13695758,3466905,f,2026-08-28 00:46:38+00
dns:relay2.luna9.com,dns,relay2.luna9.com,6000,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:54+00
dns:relay2.luna-pool.com,dns,relay2.luna-pool.com,3001,,f,timeout,no response within the probe timeout,,,,f,2026-08-28 01:08:54+00
dns:relay2.lunarpool.io,dns,relay2.lunarpool.io,3000,185.197.250.75,t,,,126.86,13865124,-73,t,2026-08-28 00:46:40+00
dns:relay2.lvlup-stakepool.com,dns,relay2.lvlup-stakepool.com,6002,,f,dns_fail,name did not resolve,,,,f,2026-08-28 00:46:40+00
